10.01.2023,Ugo Carabelli C.,1,7^7,4,,,,3,1,69%,71% (32/45),55% (11/20),83% (5/6),42% (11/26),48% (15/31),60% (3/5),7,66% (43/65),46% (26/57),57% (69/122),6,88% (7/8),38% (3/8),63% (10/16),"['6', '6']","['1', '0', '3', '0']",[],[],[],1.88
10.01.2023,Seyboth Wild T.,0,6^4,0,,,,0,5,46%,58% (15/26),52% (16/31),40% (2/5),29% (13/45),45% (9/20),17% (1/6),5,54% (31/57),34% (22/65),43% (53/122),2,63% (5/8),13% (1/8),38% (6/16),"['6', '5']",[],[],[],[],1.85
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
08.11.2022,Ugo Carabelli C.,0,4,4,,,,2,1,57%,61% (25/41),58% (18/31),73% (8/11),21% (8/38),43% (6/14),50% (1/2),8,60% (43/72),27% (14/52),46% (57/124),3,70% (7/10),10% (1/10),40% (8/20),"['2', '2']",[],[],[],[],1.72
08.11.2022,Kicker N.,2,6,6,,,,0,1,73%,79% (30/38),57% (8/14),50% (1/2),39% (16/41),42% (13/31),27% (3/11),7,73% (38/52),40% (29/72),54% (67/124),3,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '3']","['5', '4']",[],[],[],2.03
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
26.10.2022,Ugo Carabelli C.,0,5,5,,,,1,1,70%,75% (33/44),58% (11/19),33% (1/3),27% (15/56),44% (11/25),0% (0/5),6,70% (44/63),32% (26/81),49% (70/144),1,83% (10/12),0% (0/12),42% (10/24),[],[],[],[],[],1.39
26.10.2022,Mpetshi Perricard G.,2,7,7,,,,8,1,69%,73% (41/56),56% (14/25),100% (5/5),25% (11/44),42% (8/19),67% (2/3),4,68% (55/81),30% (19/63),51% (74/144),3,100% (12/12),17% (2/12),58% (14/24),"['7', '5']","['7', '5']",[],[],[],2.84
25.10.2022,Ugo Carabelli C.,2,6,6,,,,0,0,74%,72% (23/32),64% (7/11),50% (1/2),49% (21/43),53% (9/17),42% (5/12),4,70% (30/43),48% (29/60),57% (59/103),3,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '4', '1', '5', '2']","['3', '2', '6', '3']",[],[],[],1.46
25.10.2022,Navone M.,0,2,3,,,,0,2,72%,53% (23/43),47% (8/17),58% (7/12),28% (9/32),36% (4/11),50% (1/2),5,52% (31/60),30% (13/43),43% (44/103),1,44% (4/9),13% (1/8),29% (5/17),"['2', '4']",[],[],[],[],2.60
CHALLENGER MEN - SINGLES :  Coquimbo 2 (Chile),clay,header
20.10.2022,Ugo Carabelli C.,0,3,1,,,,0,2,56%,55% (18/33),31% (8/26),58% (7/12),35% (7/20),17% (3/18),100% (1/1),6,44% (26/59),24% (9/38),36% (35/97),3,38% (3/8),13% (1/8),25% (4/16),"['2', '1']",[],[],[],[],1.41
20.10.2022,Diaz Acosta F.,2,6,6,,,,4,0,53%,70% (14/20),83% (15/18),0% (0/1),45% (15/33),69% (18/26),42% (5/12),12,76% (29/38),56% (33/59),64% (62/97),9,88% (7/8),63% (5/8),75% (12/16),"['3', '3', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],2.87
18.10.2022,Ugo Carabelli C.,2,6,6,,,,1,2,68%,70% (21/30),71% (10/14),67% (2/3),39% (13/33),70% (16/23),63% (5/8),15,70% (31/44),52% (29/56),60% (60/100),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.29
18.10.2022,Olivieri G. A.,0,4,1,,,,0,1,59%,61% (20/33),30% (7/23),38% (3/8),30% (9/30),29% (4/14),33% (1/3),6,48% (27/56),30% (13/44),40% (40/100),2,44% (4/9),13% (1/8),29% (5/17),"['2', '4']",[],[],[],[],3.36
CHALLENGER MEN - SINGLES :  Rio de Janeiro (Brazil),clay,header
11.10.2022,Ugo Carabelli C.,1,6,1,1,,,3,2,57%,54% (29/54),49% (20/41),67% (12/18),20% (9/46),56% (19/34),20% (2/10),6,52% (49/95),35% (28/80),44% (77/175),2,50% (6/12),17% (2/12),33% (8/24),"['1', '0', '3', '2']",[],[],[],[],1.61
11.10.2022,Darderi L.,2,4,6,6,,,5,1,58%,80% (37/46),44% (15/34),80% (8/10),46% (25/54),51% (21/41),33% (6/18),8,65% (52/80),48% (46/95),56% (98/175),6,83% (10/12),50% (6/12),67% (16/24),"['2', '2']","['2', '0', '5', '1']","['2', '1', '4', '1', '6', '1']",[],[],2.23
CHALLENGER MEN - SINGLES :  Buenos Aires 2 (Argentina),clay,header
02.10.2022,Ugo Carabelli C.,1,4,6,5,,,3,3,73%,60% (43/72),30% (8/27),56% (9/16),41% (26/64),53% (16/30),54% (7/13),6,52% (51/99),45% (42/94),48% (92/193),3,53% (8/15),47% (7/15),50% (15/30),"['3', '3']","['2', '0', '5', '1', '6', '2']","['2', '4', '3', '5', '5', '5']",[],[],2.21
02.10.2022,Cerundolo J. M.,2,6,2,7,,,2,4,68%,59% (38/64),47% (14/30),46% (6/13),40% (29/72),70% (19/27),44% (7/16),7,55% (52/94),48% (48/99),52% (100/193),4,53% (8/15),47% (7/15),50% (15/30),"['3', '2', '5', '4']","['2', '5']","['1', '0', '3', '0', '5', '2', '6', '5']",[],[],1.65
01.10.2022,Ugo Carabelli C.,2,6,6,,,,1,0,63%,67% (16/24),71% (10/14),0% (0/1),58% (23/40),67% (14/21),50% (6/12),8,68% (26/38),61% (37/61),64% (63/99),8,86% (6/7),71% (5/7),79% (11/14),"['3', '2', '5', '2']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],[],1.35
01.10.2022,Popko D.,0,2,1,,,,0,1,66%,43% (17/40),33% (7/21),50% (6/12),33% (8/24),29% (4/14),100% (1/1),3,39% (24/61),32% (12/38),36% (36/99),1,29% (2/7),14% (1/7),21% (3/14),[],"['1', '3']",[],[],[],3.14
01.10.2022,Ugo Carabelli C.,2,6,4,6,,,1,0,68%,70% (43/61),48% (14/29),75% (6/8),36% (21/58),59% (17/29),57% (4/7),7,63% (57/90),44% (38/87),54% (95/177),4,86% (12/14),31% (4/13),59% (16/27),"['4', '2']","['4', '3']","['1', '0', '3', '0']",[],[],1.65
01.10.2022,Olivo R.,1,3,6,2,,,1,3,67%,64% (37/58),41% (12/29),43% (3/7),30% (18/61),52% (15/29),25% (2/8),4,56% (49/87),37% (33/90),46% (82/177),3,69% (9/13),14% (2/14),41% (11/27),[],"['4', '4', '6', '4']",[],[],[],2.20
28.09.2022,Ugo Carabelli C.,2,6,0,6,,,2,1,58%,56% (24/43),61% (19/31),60% (6/10),42% (25/59),42% (11/26),29% (4/14),7,58% (43/74),42% (36/85),50% (79/159),5,67% (8/12),33% (4/12),50% (12/24),"['3', '2', '5', '2']",[],"['3', '2', '4', '3']",[],[],1.14
28.09.2022,Otegui J. B.,1,2,6,4,,,5,2,69%,58% (34/59),58% (15/26),71% (10/14),44% (19/43),39% (12/31),40% (4/10),5,58% (49/85),42% (31/74),50% (80/159),7,67% (8/12),33% (4/12),50% (12/24),[],"['2', '0', '4', '0', '6', '0']","['3', '3']",[],[],5.30
27.09.2022,Ugo Carabelli C.,2,6,6,,,,0,0,67%,78% (28/36),44% (8/18),86% (6/7),55% (17/31),60% (12/20),100% (5/5),8,67% (36/54),57% (29/51),62% (65/105),4,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '4', '1']","['1', '0', '3', '2', '5', '2']",[],[],[],1.20
27.09.2022,Dutra Da Silva D.,0,2,2,,,,1,3,61%,45% (14/31),40% (8/20),0% (0/5),22% (8/36),56% (10/18),14% (1/7),4,43% (22/51),33% (18/54),38% (40/105),2,38% (3/8),13% (1/8),25% (4/16),[],"['2', '2']",[],[],[],3.20
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
23.09.2022,Ugo Carabelli C.,0,1,6^2,,,,0,4,58%,57% (26/46),36% (12/33),55% (6/11),35% (16/46),42% (8/19),25% (2/8),4,48% (38/79),37% (24/65),43% (62/144),2,50% (5/10),22% (2/9),37% (7/19),[],"['1', '0', '2', '3']",[],[],[],1.21
23.09.2022,Navone M.,2,6,7^7,,,,0,4,71%,65% (30/46),58% (11/19),75% (6/8),43% (20/46),64% (21/33),45% (5/11),10,63% (41/65),52% (41/79),57% (82/144),4,78% (7/9),50% (5/10),63% (12/19),"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '1']",[],[],[],4.30
21.09.2022,Ugo Carabelli C.,2,6,6,,,,1,0,51%,67% (18/27),62% (16/26),100% (3/3),41% (9/22),78% (14/18),83% (5/6),6,64% (34/53),58% (23/40),61% (57/93),7,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.29
21.09.2022,Lingua Lavallen A. L.,0,2,0,,,,0,3,55%,59% (13/22),22% (4/18),17% (1/6),33% (9/27),38% (10/26),0% (0/3),4,43% (17/40),36% (19/53),39% (36/93),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.42
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
23.08.2022,Ugo Carabelli C.,0,5,3,,,,3,0,66%,56% (23/41),43% (9/21),0% (0/4),34% (14/41),36% (9/25),40% (2/5),7,52% (32/62),35% (23/66),43% (55/128),3,60% (6/10),18% (2/11),38% (8/21),"['2', '1']","['2', '1']",[],[],[],1.83
23.08.2022,Celikbilek A.,2,7,6,,,,5,3,62%,66% (27/41),64% (16/25),60% (3/5),44% (18/41),57% (12/21),100% (4/4),7,65% (43/66),48% (30/62),57% (73/128),5,82% (9/11),40% (4/10),62% (13/21),"['4', '4', '7', '5']","['3', '3', '5', '3']",[],[],[],1.98
CHALLENGER MEN - SINGLES :  Santo Domingo (Dominican Republic),clay,header
19.08.2022,Ugo Carabelli C.,0,3,4,,,,2,5,40%,61% (22/36),38% (21/55),65% (11/17),42% (15/36),38% (8/21),43% (3/7),5,47% (43/91),40% (23/57),45% (66/148),2,40% (4/10),33% (3/9),37% (7/19),"['1', '1', '2', '4']","['4', '5']",[],[],[],1.46
19.08.2022,Olivo R.,2,6,6,,,,1,3,63%,58% (21/36),62% (13/21),57% (4/7),39% (14/36),62% (34/55),35% (6/17),7,60% (34/57),53% (48/91),55% (82/148),5,67% (6/9),60% (6/10),63% (12/19),"['1', '0', '2', '1', '4', '1', '6', '3']","['2', '0', '6', '4']",[],[],[],2.66
17.08.2022,Ugo Carabelli C.,2,6,6,,,,1,2,80%,64% (29/45),55% (6/11),83% (5/6),39% (15/38),77% (20/26),56% (5/9),6,63% (35/56),52% (33/64),57% (68/120),4,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '5', '2']","['1', '0', '2', '1', '6', '3']",[],[],[],1.44
17.08.2022,Bonadio R.,0,2,3,,,,0,3,59%,66% (25/38),23% (6/26),44% (4/9),36% (16/45),45% (5/11),17% (1/6),3,48% (31/64),38% (21/56),43% (52/120),1,44% (4/9),13% (1/8),29% (5/17),[],"['1', '1']",[],[],[],2.68
CHALLENGER MEN - SINGLES :  Lima (Peru),clay,header
14.08.2022,Ugo Carabelli C.,2,6,7^7,,,,1,3,73%,67% (39/58),38% (8/21),67% (6/9),37% (18/49),84% (16/19),71% (5/7),8,59% (47/79),50% (34/68),55% (81/147),8,70% (7/10),50% (5/10),60% (12/20),"['2', '2', '4', '2', '6', '2']","['2', '0', '4', '4']",[],[],[],1.60
14.08.2022,Tirante T. A.,0,2,6^4,,,,5,2,72%,63% (31/49),16% (3/19),29% (2/7),33% (19/58),62% (13/21),33% (3/9),7,50% (34/68),41% (32/79),45% (66/147),2,50% (5/10),30% (3/10),40% (8/20),"['1', '0']","['1', '2', '4', '3']",[],[],[],2.30
13.08.2022,Ugo Carabelli C.,2,6,3,7,,,2,5,59%,60% (34/57),59% (23/39),56% (5/9),39% (26/67),50% (13/26),56% (5/9),7,59% (57/96),42% (39/93),51% (96/189),5,73% (11/15),33% (5/15),53% (16/30),"['1', '1', '5', '3']",[],"['2', '0', '4', '0', '7', '5']",[],[],1.66
13.08.2022,Etcheverry T. M.,1,3,6,5,,,2,2,72%,61% (41/67),50% (13/26),44% (4/9),40% (23/57),41% (16/39),44% (4/9),9,58% (54/93),41% (39/96),49% (93/189),5,67% (10/15),27% (4/15),47% (14/30),"['1', '0']","['2', '0']","['2', '5', '4', '5']",[],[],2.17
13.08.2022,Ugo Carabelli C.,2,7^7,6,,,,0,3,63%,71% (27/38),64% (14/22),75% (3/4),57% (27/47),34% (12/35),31% (4/13),6,68% (41/60),48% (39/82),56% (80/142),5,89% (8/9),40% (4/10),63% (12/19),"['4', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.50
13.08.2022,Mena F.,0,6^4,1,,,,0,1,57%,43% (20/47),66% (23/35),69% (9/13),29% (11/38),36% (8/22),25% (1/4),7,52% (43/82),32% (19/60),44% (62/142),2,60% (6/10),11% (1/9),37% (7/19),"['3', '4']",[],[],[],[],2.54
11.08.2022,Ugo Carabelli C.,2,6,6,,,,2,3,66%,89% (24/27),50% (7/14),100% (2/2),52% (16/31),78% (7/9),63% (5/8),8,76% (31/41),58% (23/40),67% (54/81),7,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0']",[],[],[],1.01
11.08.2022,Hoyos Franco A.,0,1,1,,,,0,2,78%,48% (15/31),22% (2/9),38% (3/8),11% (3/27),50% (7/14),0% (0/2),4,43% (17/40),24% (10/41),33% (27/81),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],14.00
09.08.2022,Ugo Carabelli C.,2,6,6,,,,2,3,67%,74% (26/35),41% (7/17),67% (4/6),53% (20/38),71% (12/17),60% (6/10),6,63% (33/52),58% (32/55),61% (65/107),5,75% (6/8),67% (6/9),71% (12/17),"['1', '0', '2', '1', '4', '1']","['2', '1', '4', '1', '6', '3']",[],[],[],1.29
09.08.2022,Mejia N.,0,2,3,,,,0,1,69%,47% (18/38),29% (5/17),40% (4/10),26% (9/35),59% (10/17),33% (2/6),4,42% (23/55),37% (19/52),39% (42/107),2,33% (3/9),25% (2/8),29% (5/17),"['1', '1']","['3', '5']",[],[],[],3.36
CHALLENGER MEN - SINGLES :  Cordenons (Italy),clay,header
03.08.2022,Ugo Carabelli C.,0,2,4,,,,0,1,61%,52% (22/42),41% (11/27),50% (5/10),21% (6/29),50% (9/18),100% (2/2),5,48% (33/69),32% (15/47),41% (48/116),2,44% (4/9),22% (2/9),33% (6/18),"['2', '4']","['1', '1']",[],[],[],2.58
03.08.2022,Bellucci M.,2,6,6,,,,1,2,62%,79% (23/29),50% (9/18),0% (0/2),48% (20/42),59% (16/27),50% (5/10),7,68% (32/47),52% (36/69),59% (68/116),4,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '0', '5', '2']","['1', '0', '3', '2']",[],[],[],1.42
CHALLENGER MEN - SINGLES :  San Benedetto (Italy),clay,header
26.07.2022,Ugo Carabelli C.,1,3,6,4,,,4,2,62%,72% (36/50),35% (11/31),64% (9/14),40% (25/63),52% (14/27),56% (5/9),6,58% (47/81),43% (39/90),50% (86/171),4,62% (8/13),36% (5/14),48% (13/27),"['1', '0']","['1', '1', '3', '1', '6', '2']","['1', '1']",[],[],2.92
26.07.2022,Passaro F.,2,6,2,6,,,3,0,70%,60% (38/63),48% (13/27),44% (4/9),28% (14/50),65% (20/31),36% (5/14),7,57% (51/90),42% (34/81),50% (85/171),6,64% (9/14),38% (5/13),52% (14/27),"['3', '3', '5', '3']","['1', '0']","['1', '0', '3', '2']",[],[],1.39
CHALLENGER MEN - SINGLES :  San Benedetto (Italy) - Qualification,clay,header
25.07.2022,Ugo Carabelli C.,2,6,3,7,,,5,5,64%,69% (45/65),46% (17/37),60% (6/10),32% (19/59),54% (19/35),56% (5/9),7,61% (62/102),40% (38/94),51% (100/196),3,73% (11/15),33% (5/15),53% (16/30),"['1', '0', '2', '1', '6', '3']",[],"['3', '2', '6', '5']",[],[],1.07
25.07.2022,Mazza M.,1,3,6,5,,,6,1,63%,68% (40/59),46% (16/35),44% (4/9),31% (20/65),54% (20/37),40% (4/10),4,60% (56/94),39% (40/102),49% (96/196),3,67% (10/15),27% (4/15),47% (14/30),"['1', '1']","['2', '1', '6', '3']","['5', '5']",[],[],8.00
24.07.2022,Ugo Carabelli C.,2,6,6,,,,1,0,42%,85% (17/20),64% (18/28),100% (3/3),53% (17/32),48% (10/21),33% (4/12),8,73% (35/48),51% (27/53),61% (62/101),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['1', '0', '5', '2']",[],[],[],1.06
24.07.2022,Vilardo F.,0,2,2,,,,2,1,60%,47% (15/32),52% (11/21),67% (8/12),15% (3/20),36% (10/28),0% (0/3),6,49% (26/53),27% (13/48),39% (39/101),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],8.20
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
20.06.2022,Muller A.,0,2,5,,,,1,1,75%,63% (27/43),43% (6/14),33% (1/3),27% (8/30),47% (9/19),20% (1/5),17,20,64% (18/28),6,58% (33/57),35% (17/49),47% (50/106),3,75% (6/8),14% (1/7),47% (7/15),[],"['4', '2']",[],[],[],1.68
20.06.2022,Ugo Carabelli C.,1,6,2,,,,5,2,61%,73% (22/30),53% (10/19),80% (4/5),37% (16/43),57% (8/14),67% (2/3),17,15,73% (8/11),7,65% (32/49),42% (24/57),53% (56/106),3,86% (6/7),25% (2/8),53% (8/15),"['1', '0', '5', '2']",[],[],[],[],2.20
CHALLENGER MEN - SINGLES :  Blois (France),clay,header
16.06.2022,Ugo Carabelli C.,1,7^7,4,1,,,2,5,58%,67% (38/57),43% (18/42),38% (3/8),22% (14/63),52% (13/25),50% (2/4),5,57% (56/99),31% (27/88),44% (83/187),3,64% (9/14),13% (2/15),38% (11/29),[],"['2', '3', '4', '3']",[],[],[],1.60
16.06.2022,Muller A.,2,6^5,6,6,,,5,2,72%,78% (49/63),48% (12/25),50% (2/4),33% (19/57),57% (24/42),63% (5/8),8,69% (61/88),43% (43/99),56% (104/187),6,87% (13/15),36% (5/14),62% (18/29),[],"['3', '1', '4', '4', '6', '4']","['2', '0', '5', '1']",[],[],2.37
14.06.2022,Ugo Carabelli C.,2,6,6,,,,2,2,55%,81% (25/31),52% (13/25),88% (7/8),44% (16/36),58% (15/26),40% (4/10),6,68% (38/56),50% (31/62),58% (69/118),4,89% (8/9),50% (4/8),71% (12/17),"['1', '1', '3', '1', '6', '2']","['3', '1']",[],[],[],1.20
14.06.2022,Decamps G.,0,2,3,,,,0,2,58%,56% (20/36),42% (11/26),60% (6/10),19% (6/31),48% (12/25),13% (1/8),4,50% (31/62),32% (18/56),42% (49/118),1,50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],4.38
CHALLENGER MEN - SINGLES :  Lyon (France),clay,header
07.06.2022,Ugo Carabelli C.,1,6^5,6,4,,,4,5,51%,83% (40/48),54% (25/46),67% (4/6),27% (18/67),41% (18/44),17% (2/12),7,69% (65/94),32% (36/111),49% (101/205),3,88% (14/16),13% (2/16),50% (16/32),[],"['2', '2', '6', '4']",[],[],[],1.36
07.06.2022,Fils A.,2,7^7,4,6,,,4,2,60%,73% (49/67),59% (26/44),83% (10/12),17% (8/48),46% (21/46),33% (2/6),6,68% (75/111),31% (29/94),51% (104/205),3,88% (14/16),13% (2/16),50% (16/32),[],"['1', '0']","['4', '3']",[],[],3.10
CHALLENGER MEN - SINGLES :  Poznan (Poland),clay,header
